sku,name,description,price,currency,category,subcategory,brand,color,size,material,style_tags,season,gender,occasion,image_url,stock_status,rating,popularity_score
SKU-00505,Levi's Gray Midi Dress,All-Season Midi Dress for unisex. Leather material with elegant style. Perfect for casual occasions.,150.13,USD,Dresses,Midi Dress,Levi's,Gray,S,Leather,elegant,All-Season,Unisex,Casual,https://placeholder.com/products/dresses-505.jpg,In Stock,3.7,49
SKU-00506,Zara Burgundy Flats,Fall Flats for women. Silk material with statement style. Perfect for travel occasions.,123.83,USD,Footwear,Flats,Zara,Burgundy,XS,Silk,statement,Fall,Women,Travel,https://placeholder.com/products/footwear-506.jpg,In Stock,4.4,86
SKU-00507,Uniqlo Yellow Blouse,All-Season Blouse for men. Cotton material with casual style. Perfect for travel occasions.,57.13,USD,Tops,Blouse,Uniqlo,Yellow,XL,Cotton,casual,All-Season,Men,Travel,https://placeholder.com/products/tops-507.jpg,Low Stock,3.9,60
SKU-00508,Zara Burgundy Bag,Winter Bag for women. Linen material with trendy style. Perfect for office occasions.,32.13,USD,Accessories,Bag,Zara,Burgundy,M,Linen,trendy,Winter,Women,Office,https://placeholder.com/products/accessories-508.jpg,Low Stock,3.6,11
SKU-00509,H&M Green Coat,Spring Coat for unisex. Denim material with urban style. Perfect for formal occasions.,174.59,USD,Outerwear,Coat,H&M,Green,L,Denim,urban,Spring,Unisex,Formal,https://placeholder.com/products/outerwear-509.jpg,Low Stock,4.4,94
SKU-00510,Zara Red T-Shirt,Spring T-Shirt for unisex. Synthetic material with modern style. Perfect for casual occasions.,28.11,USD,Tops,T-Shirt,Zara,Red,XXL,Synthetic,modern,Spring,Unisex,Casual,https://placeholder.com/products/tops-510.jpg,Out of Stock,4,35
SKU-00511,Pull&Bear Gray Coat,Winter Coat for women. Polyester material with trendy style. Perfect for party occasions.,162.24,USD,Outerwear,Coat,Pull&Bear,Gray,XS,Polyester,trendy,Winter,Women,Party,https://placeholder.com/products/outerwear-511.jpg,In Stock,4.1,55
SKU-00512,Nike Black Polo,Fall Polo for men. Polyester material with minimalist style. Perfect for wedding occasions.,56.15,USD,Tops,Polo,Nike,Black,XXL,Polyester,minimalist,Fall,Men,Wedding,https://placeholder.com/products/tops-512.jpg,Low Stock,3.4,6
SKU-00513,Pull&Bear Brown Jacket,Fall Jacket for women. Polyester material with classic style. Perfect for wedding occasions.,295.87,USD,Outerwear,Jacket,Pull&Bear,Brown,XXL,Polyester,classic,Fall,Women,Wedding,https://placeholder.com/products/outerwear-513.jpg,In Stock,3.3,51
SKU-00514,Uniqlo Black Scarf,Summer Scarf for men. Wool material with classic style. Perfect for office occasions.,32.31,USD,Accessories,Scarf,Uniqlo,Black,XL,Wool,classic,Summer,Men,Office,https://placeholder.com/products/accessories-514.jpg,In Stock,3.8,10
SKU-00515,Adidas Navy Coat,Winter Coat for men. Blend material with urban style. Perfect for travel occasions.,133.15,USD,Outerwear,Coat,Adidas,Navy,XS,Blend,urban,Winter,Men,Travel,https://placeholder.com/products/outerwear-515.jpg,Low Stock,3.9,76
SKU-00516,Mango Brown Evening Gown,Spring Evening Gown for women. Cotton material with chic style. Perfect for casual occasions.,121.19,USD,Dresses,Evening Gown,Mango,Brown,XXL,Cotton,chic,Spring,Women,Casual,https://placeholder.com/products/dresses-516.jpg,In Stock,3.9,71
SKU-00517,H&M Brown Shirt,Spring Shirt for women. Denim material with casual style. Perfect for office occasions.,39.5,USD,Tops,Shirt,H&M,Brown,XL,Denim,casual,Spring,Women,Office,https://placeholder.com/products/tops-517.jpg,Low Stock,4.5,89
SKU-00518,Nike Burgundy Bomber,Winter Bomber for women. Synthetic material with trendy style. Perfect for wedding occasions.,248.68,USD,Outerwear,Bomber,Nike,Burgundy,L,Synthetic,trendy,Winter,Women,Wedding,https://placeholder.com/products/outerwear-518.jpg,Out of Stock,3.5,33
SKU-00519,H&M Yellow Coat,Winter Coat for women. Cotton material with sporty style. Perfect for party occasions.,186.1,USD,Outerwear,Coat,H&M,Yellow,L,Cotton,sporty,Winter,Women,Party,https://placeholder.com/products/outerwear-519.jpg,Out of Stock,3.7,63
SKU-00520,H&M Navy Cardigan,Spring Cardigan for unisex. Polyester material with vintage style. Perfect for party occasions.,76.66,USD,Tops,Cardigan,H&M,Navy,S,Polyester,vintage,Spring,Unisex,Party,https://placeholder.com/products/tops-520.jpg,In Stock,4.8,88
SKU-00521,Mango Yellow Scarf,Summer Scarf for men. Silk material with trendy style. Perfect for wedding occasions.,19.35,USD,Accessories,Scarf,Mango,Yellow,XXL,Silk,trendy,Summer,Men,Wedding,https://placeholder.com/products/accessories-521.jpg,Low Stock,4.2,85
SKU-00522,Forever 21 Navy Blazer,Summer Blazer for women. Linen material with classic style. Perfect for party occasions.,115.38,USD,Outerwear,Blazer,Forever 21,Navy,XS,Linen,classic,Summer,Women,Party,https://placeholder.com/products/outerwear-522.jpg,Out of Stock,4,31
SKU-00523,H&M Burgundy Midi Dress,Fall Midi Dress for women. Leather material with chic style. Perfect for casual occasions.,100.89,USD,Dresses,Midi Dress,H&M,Burgundy,M,Leather,chic,Fall,Women,Casual,https://placeholder.com/products/dresses-523.jpg,Low Stock,3.2,50
SKU-00524,Nike White Tank Top,Summer Tank Top for women. Linen material with vintage style. Perfect for travel occasions.,53.95,USD,Tops,Tank Top,Nike,White,XXL,Linen,vintage,Summer,Women,Travel,https://placeholder.com/products/tops-524.jpg,Out of Stock,4.7,95
SKU-00525,H&M Navy Windbreaker,All-Season Windbreaker for women. Cotton material with classic style. Perfect for casual occasions.,224.66,USD,Outerwear,Windbreaker,H&M,Navy,L,Cotton,classic,All-Season,Women,Casual,https://placeholder.com/products/outerwear-525.jpg,Low Stock,4.4,44
SKU-00526,H&M Yellow Jeans,Summer Jeans for unisex. Linen material with high-waist style. Perfect for wedding occasions.,68.53,USD,Bottoms,Jeans,H&M,Yellow,XS,Linen,high-waist,Summer,Unisex,Wedding,https://placeholder.com/products/bottoms-526.jpg,Low Stock,4.4,62
SKU-00527,Nike Cream Blazer,Spring Blazer for men. Polyester material with oversized style. Perfect for casual occasions.,203.26,USD,Outerwear,Blazer,Nike,Cream,XXL,Polyester,oversized,Spring,Men,Casual,https://placeholder.com/products/outerwear-527.jpg,Low Stock,4.5,19
SKU-00528,Adidas Brown Watch,Winter Watch for men. Denim material with classic style. Perfect for sports occasions.,22.83,USD,Accessories,Watch,Adidas,Brown,M,Denim,classic,Winter,Men,Sports,https://placeholder.com/products/accessories-528.jpg,Out of Stock,3.3,7
SKU-00529,Uniqlo Cream Sneakers,Winter Sneakers for unisex. Polyester material with casual style. Perfect for office occasions.,49.54,USD,Footwear,Sneakers,Uniqlo,Cream,L,Polyester,casual,Winter,Unisex,Office,https://placeholder.com/products/footwear-529.jpg,Low Stock,4.7,14
SKU-00530,Adidas Red Boots,Winter Boots for women. Blend material with statement style. Perfect for wedding occasions.,84.36,USD,Footwear,Boots,Adidas,Red,XXL,Blend,statement,Winter,Women,Wedding,https://placeholder.com/products/footwear-530.jpg,In Stock,4.5,67
SKU-00531,Uniqlo Navy Bomber,Fall Bomber for men. Blend material with urban style. Perfect for wedding occasions.,211.27,USD,Outerwear,Bomber,Uniqlo,Navy,L,Blend,urban,Fall,Men,Wedding,https://placeholder.com/products/outerwear-531.jpg,In Stock,3.4,25
SKU-00532,Forever 21 Pink Jeans,Spring Jeans for unisex. Denim material with high-waist style. Perfect for travel occasions.,69.02,USD,Bottoms,Jeans,Forever 21,Pink,XS,Denim,high-waist,Spring,Unisex,Travel,https://placeholder.com/products/bottoms-532.jpg,In Stock,4.2,95
SKU-00533,Zara Black Shorts,All-Season Shorts for men. Blend material with slim-fit style. Perfect for sports occasions.,94.94,USD,Bottoms,Shorts,Zara,Black,XXL,Blend,slim-fit,All-Season,Men,Sports,https://placeholder.com/products/bottoms-533.jpg,In Stock,4.9,79
SKU-00534,Nike Red Chinos,Winter Chinos for unisex. Synthetic material with high-waist style. Perfect for wedding occasions.,96.41,USD,Bottoms,Chinos,Nike,Red,S,Synthetic,high-waist,Winter,Unisex,Wedding,https://placeholder.com/products/bottoms-534.jpg,Low Stock,3.2,81
SKU-00535,Pull&Bear Brown Blouse,Fall Blouse for women. Leather material with modern style. Perfect for travel occasions.,75.93,USD,Tops,Blouse,Pull&Bear,Brown,S,Leather,modern,Fall,Women,Travel,https://placeholder.com/products/tops-535.jpg,Out of Stock,4.9,8
SKU-00536,Levi's Red Watch,All-Season Watch for unisex. Wool material with functional style. Perfect for sports occasions.,60.96,USD,Accessories,Watch,Levi's,Red,M,Wool,functional,All-Season,Unisex,Sports,https://placeholder.com/products/accessories-536.jpg,Low Stock,3.9,97
SKU-00537,H&M Burgundy Blouse,All-Season Blouse for men. Silk material with casual style. Perfect for wedding occasions.,32.2,USD,Tops,Blouse,H&M,Burgundy,XL,Silk,casual,All-Season,Men,Wedding,https://placeholder.com/products/tops-537.jpg,In Stock,3.4,61
SKU-00538,Nike Black Jeans,Summer Jeans for unisex. Cotton material with high-waist style. Perfect for wedding occasions.,35.18,USD,Bottoms,Jeans,Nike,Black,XS,Cotton,high-waist,Summer,Unisex,Wedding,https://placeholder.com/products/bottoms-538.jpg,In Stock,4.9,88
SKU-00539,Forever 21 Beige Bag,Summer Bag for unisex. Blend material with minimalist style. Perfect for office occasions.,93.76,USD,Accessories,Bag,Forever 21,Beige,XL,Blend,minimalist,Summer,Unisex,Office,https://placeholder.com/products/accessories-539.jpg,Out of Stock,3.7,40
SKU-00540,Adidas Yellow Heels,Summer Heels for unisex. Linen material with statement style. Perfect for casual occasions.,90.22,USD,Footwear,Heels,Adidas,Yellow,XXL,Linen,statement,Summer,Unisex,Casual,https://placeholder.com/products/footwear-540.jpg,In Stock,4.7,5
SKU-00541,Mango Beige Watch,Fall Watch for women. Blend material with trendy style. Perfect for party occasions.,17.42,USD,Accessories,Watch,Mango,Beige,M,Blend,trendy,Fall,Women,Party,https://placeholder.com/products/accessories-541.jpg,Out of Stock,4.6,89
SKU-00542,Mango Red Hoodie,Spring Hoodie for women. Silk material with streetwear style. Perfect for wedding occasions.,78.54,USD,Tops,Hoodie,Mango,Red,XL,Silk,streetwear,Spring,Women,Wedding,https://placeholder.com/products/tops-542.jpg,Low Stock,4.7,75
SKU-00543,Forever 21 Blue Evening Gown,Spring Evening Gown for men. Denim material with romantic style. Perfect for formal occasions.,171.58,USD,Dresses,Evening Gown,Forever 21,Blue,L,Denim,romantic,Spring,Men,Formal,https://placeholder.com/products/dresses-543.jpg,Low Stock,5,71
SKU-00544,Levi's Navy Sunglasses,Summer Sunglasses for men. Blend material with classic style. Perfect for travel occasions.,55.65,USD,Accessories,Sunglasses,Levi's,Navy,M,Blend,classic,Summer,Men,Travel,https://placeholder.com/products/accessories-544.jpg,In Stock,4.8,32
SKU-00545,Mango Beige Flats,Spring Flats for men. Cotton material with statement style. Perfect for casual occasions.,90.66,USD,Footwear,Flats,Mango,Beige,XS,Cotton,statement,Spring,Men,Casual,https://placeholder.com/products/footwear-545.jpg,In Stock,4.5,58
SKU-00546,Forever 21 Brown T-Shirt,Fall T-Shirt for men. Wool material with casual style. Perfect for office occasions.,62.98,USD,Tops,T-Shirt,Forever 21,Brown,L,Wool,casual,Fall,Men,Office,https://placeholder.com/products/tops-546.jpg,Out of Stock,3.2,53
SKU-00547,Nike Gray Leggings,Winter Leggings for unisex. Polyester material with slim-fit style. Perfect for sports occasions.,105.32,USD,Bottoms,Leggings,Nike,Gray,L,Polyester,slim-fit,Winter,Unisex,Sports,https://placeholder.com/products/bottoms-547.jpg,In Stock,3.6,59
SKU-00548,Pull&Bear Pink Mini Dress,Fall Mini Dress for women. Wool material with chic style. Perfect for sports occasions.,50.45,USD,Dresses,Mini Dress,Pull&Bear,Pink,XS,Wool,chic,Fall,Women,Sports,https://placeholder.com/products/dresses-548.jpg,In Stock,3.6,98
SKU-00549,Adidas Gray Midi Dress,Winter Midi Dress for women. Denim material with elegant style. Perfect for office occasions.,196.18,USD,Dresses,Midi Dress,Adidas,Gray,L,Denim,elegant,Winter,Women,Office,https://placeholder.com/products/dresses-549.jpg,In Stock,4.5,88
SKU-00550,Adidas Pink Flats,All-Season Flats for women. Linen material with athletic style. Perfect for casual occasions.,99.91,USD,Footwear,Flats,Adidas,Pink,L,Linen,athletic,All-Season,Women,Casual,https://placeholder.com/products/footwear-550.jpg,Low Stock,4.5,90
SKU-00551,Forever 21 Blue Jeans,All-Season Jeans for women. Blend material with classic style. Perfect for casual occasions.,65.55,USD,Bottoms,Jeans,Forever 21,Blue,M,Blend,classic,All-Season,Women,Casual,https://placeholder.com/products/bottoms-551.jpg,Out of Stock,4.9,85
SKU-00552,Gap Cream Coat,Winter Coat for unisex. Denim material with trendy style. Perfect for formal occasions.,267.19,USD,Outerwear,Coat,Gap,Cream,M,Denim,trendy,Winter,Unisex,Formal,https://placeholder.com/products/outerwear-552.jpg,Out of Stock,3.3,16
SKU-00553,Adidas Yellow Trousers,Fall Trousers for women. Synthetic material with high-waist style. Perfect for casual occasions.,74.31,USD,Bottoms,Trousers,Adidas,Yellow,S,Synthetic,high-waist,Fall,Women,Casual,https://placeholder.com/products/bottoms-553.jpg,Low Stock,4.2,38
SKU-00554,Uniqlo Burgundy Sunglasses,Spring Sunglasses for unisex. Synthetic material with functional style. Perfect for casual occasions.,82.35,USD,Accessories,Sunglasses,Uniqlo,Burgundy,M,Synthetic,functional,Spring,Unisex,Casual,https://placeholder.com/products/accessories-554.jpg,Low Stock,5,65
SKU-00555,Zara White Polo,Fall Polo for men. Silk material with modern style. Perfect for wedding occasions.,51.08,USD,Tops,Polo,Zara,White,L,Silk,modern,Fall,Men,Wedding,https://placeholder.com/products/tops-555.jpg,Out of Stock,4.5,30
SKU-00556,H&M White Parka,Summer Parka for unisex. Cotton material with trendy style. Perfect for sports occasions.,297.59,USD,Outerwear,Parka,H&M,White,XS,Cotton,trendy,Summer,Unisex,Sports,https://placeholder.com/products/outerwear-556.jpg,Out of Stock,4.1,32
SKU-00557,Adidas Black Bag,Winter Bag for unisex. Silk material with trendy style. Perfect for office occasions.,83.96,USD,Accessories,Bag,Adidas,Black,M,Silk,trendy,Winter,Unisex,Office,https://placeholder.com/products/accessories-557.jpg,Low Stock,3.7,93
SKU-00558,Mango Red Blouse,Spring Blouse for women. Leather material with vintage style. Perfect for sports occasions.,42.01,USD,Tops,Blouse,Mango,Red,L,Leather,vintage,Spring,Women,Sports,https://placeholder.com/products/tops-558.jpg,In Stock,4,43
SKU-00559,Gap Beige Sweater,Spring Sweater for women. Silk material with minimalist style. Perfect for office occasions.,20.8,USD,Tops,Sweater,Gap,Beige,XXL,Silk,minimalist,Spring,Women,Office,https://placeholder.com/products/tops-559.jpg,Low Stock,4.7,35
SKU-00560,Zara Olive Trousers,Fall Trousers for men. Denim material with slim-fit style. Perfect for wedding occasions.,117.85,USD,Bottoms,Trousers,Zara,Olive,L,Denim,slim-fit,Fall,Men,Wedding,https://placeholder.com/products/bottoms-560.jpg,In Stock,3.6,12
SKU-00561,H&M Navy T-Shirt,All-Season T-Shirt for unisex. Denim material with streetwear style. Perfect for office occasions.,55.86,USD,Tops,T-Shirt,H&M,Navy,XS,Denim,streetwear,All-Season,Unisex,Office,https://placeholder.com/products/tops-561.jpg,Out of Stock,4.6,38
SKU-00562,Forever 21 Navy Midi Dress,All-Season Midi Dress for men. Synthetic material with chic style. Perfect for sports occasions.,97.49,USD,Dresses,Midi Dress,Forever 21,Navy,S,Synthetic,chic,All-Season,Men,Sports,https://placeholder.com/products/dresses-562.jpg,Out of Stock,4.1,26
SKU-00563,Levi's Blue Bag,All-Season Bag for men. Polyester material with classic style. Perfect for party occasions.,23.33,USD,Accessories,Bag,Levi's,Blue,L,Polyester,classic,All-Season,Men,Party,https://placeholder.com/products/accessories-563.jpg,Low Stock,3.6,11
SKU-00564,Pull&Bear Gray Evening Gown,Summer Evening Gown for women. Polyester material with romantic style. Perfect for sports occasions.,155.28,USD,Dresses,Evening Gown,Pull&Bear,Gray,L,Polyester,romantic,Summer,Women,Sports,https://placeholder.com/products/dresses-564.jpg,Out of Stock,3.6,76
SKU-00565,Mango Brown Tank Top,Winter Tank Top for men. Cotton material with modern style. Perfect for travel occasions.,27.63,USD,Tops,Tank Top,Mango,Brown,M,Cotton,modern,Winter,Men,Travel,https://placeholder.com/products/tops-565.jpg,In Stock,3.8,3
SKU-00566,Mango Olive Loafers,Fall Loafers for men. Leather material with athletic style. Perfect for sports occasions.,118.8,USD,Footwear,Loafers,Mango,Olive,XS,Leather,athletic,Fall,Men,Sports,https://placeholder.com/products/footwear-566.jpg,In Stock,3.3,52
SKU-00567,Adidas White Boots,All-Season Boots for unisex. Leather material with comfortable style. Perfect for wedding occasions.,110.3,USD,Footwear,Boots,Adidas,White,L,Leather,comfortable,All-Season,Unisex,Wedding,https://placeholder.com/products/footwear-567.jpg,In Stock,4,60
SKU-00568,Pull&Bear Cream Evening Gown,All-Season Evening Gown for women. Wool material with elegant style. Perfect for casual occasions.,194.53,USD,Dresses,Evening Gown,Pull&Bear,Cream,L,Wool,elegant,All-Season,Women,Casual,https://placeholder.com/products/dresses-568.jpg,Low Stock,3.3,28
SKU-00569,Gap Yellow Hoodie,Spring Hoodie for unisex. Silk material with minimalist style. Perfect for sports occasions.,20.85,USD,Tops,Hoodie,Gap,Yellow,XS,Silk,minimalist,Spring,Unisex,Sports,https://placeholder.com/products/tops-569.jpg,In Stock,3.3,37
SKU-00570,Mango Cream Flats,Winter Flats for women. Cotton material with athletic style. Perfect for party occasions.,44.17,USD,Footwear,Flats,Mango,Cream,XL,Cotton,athletic,Winter,Women,Party,https://placeholder.com/products/footwear-570.jpg,In Stock,3,47
SKU-00571,Mango Beige Shirt,Winter Shirt for men. Leather material with modern style. Perfect for sports occasions.,68.8,USD,Tops,Shirt,Mango,Beige,XXL,Leather,modern,Winter,Men,Sports,https://placeholder.com/products/tops-571.jpg,In Stock,3.8,73
SKU-00572,Zara Yellow Scarf,Summer Scarf for women. Denim material with classic style. Perfect for travel occasions.,49.64,USD,Accessories,Scarf,Zara,Yellow,M,Denim,classic,Summer,Women,Travel,https://placeholder.com/products/accessories-572.jpg,Out of Stock,4.1,15
SKU-00573,Forever 21 Burgundy Watch,Winter Watch for women. Silk material with statement style. Perfect for formal occasions.,76.19,USD,Accessories,Watch,Forever 21,Burgundy,M,Silk,statement,Winter,Women,Formal,https://placeholder.com/products/accessories-573.jpg,Low Stock,4.9,62
SKU-00574,Mango Olive Chinos,Spring Chinos for women. Wool material with slim-fit style. Perfect for travel occasions.,35.62,USD,Bottoms,Chinos,Mango,Olive,XL,Wool,slim-fit,Spring,Women,Travel,https://placeholder.com/products/bottoms-574.jpg,In Stock,3.7,99
SKU-00575,Mango Gray Jeans,Summer Jeans for women. Silk material with relaxed style. Perfect for sports occasions.,44.22,USD,Bottoms,Jeans,Mango,Gray,M,Silk,relaxed,Summer,Women,Sports,https://placeholder.com/products/bottoms-575.jpg,Out of Stock,3.6,85
SKU-00576,Adidas Beige Hat,Spring Hat for men. Blend material with minimalist style. Perfect for party occasions.,24.99,USD,Accessories,Hat,Adidas,Beige,XL,Blend,minimalist,Spring,Men,Party,https://placeholder.com/products/accessories-576.jpg,In Stock,3.3,13
SKU-00577,Levi's White Jeans,Fall Jeans for unisex. Synthetic material with high-waist style. Perfect for formal occasions.,115.11,USD,Bottoms,Jeans,Levi's,White,XXL,Synthetic,high-waist,Fall,Unisex,Formal,https://placeholder.com/products/bottoms-577.jpg,In Stock,4.3,4
SKU-00578,Mango Red Flats,Summer Flats for unisex. Leather material with casual style. Perfect for sports occasions.,119.46,USD,Footwear,Flats,Mango,Red,M,Leather,casual,Summer,Unisex,Sports,https://placeholder.com/products/footwear-578.jpg,In Stock,4.9,17
SKU-00579,Forever 21 Pink Midi Dress,All-Season Midi Dress for men. Linen material with romantic style. Perfect for wedding occasions.,183.89,USD,Dresses,Midi Dress,Forever 21,Pink,L,Linen,romantic,All-Season,Men,Wedding,https://placeholder.com/products/dresses-579.jpg,Low Stock,4.6,51
SKU-00580,Nike White T-Shirt,Spring T-Shirt for men. Leather material with casual style. Perfect for travel occasions.,42.72,USD,Tops,T-Shirt,Nike,White,S,Leather,casual,Spring,Men,Travel,https://placeholder.com/products/tops-580.jpg,Out of Stock,3.5,52
SKU-00581,Zara Olive Bag,All-Season Bag for women. Cotton material with minimalist style. Perfect for office occasions.,40.93,USD,Accessories,Bag,Zara,Olive,L,Cotton,minimalist,All-Season,Women,Office,https://placeholder.com/products/accessories-581.jpg,Low Stock,4.7,60
SKU-00582,Mango Black Sandals,All-Season Sandals for unisex. Polyester material with elegant style. Perfect for office occasions.,136.59,USD,Footwear,Sandals,Mango,Black,S,Polyester,elegant,All-Season,Unisex,Office,https://placeholder.com/products/footwear-582.jpg,Out of Stock,4.2,20
SKU-00583,Mango White T-Shirt,Spring T-Shirt for unisex. Denim material with minimalist style. Perfect for office occasions.,25.88,USD,Tops,T-Shirt,Mango,White,XS,Denim,minimalist,Spring,Unisex,Office,https://placeholder.com/products/tops-583.jpg,In Stock,3.7,12
SKU-00584,Levi's Beige Pants,Spring Pants for unisex. Leather material with slim-fit style. Perfect for wedding occasions.,110.28,USD,Bottoms,Pants,Levi's,Beige,XL,Leather,slim-fit,Spring,Unisex,Wedding,https://placeholder.com/products/bottoms-584.jpg,In Stock,4.3,34
SKU-00585,Zara White Leggings,Spring Leggings for women. Cotton material with distressed style. Perfect for wedding occasions.,89.02,USD,Bottoms,Leggings,Zara,White,M,Cotton,distressed,Spring,Women,Wedding,https://placeholder.com/products/bottoms-585.jpg,In Stock,3.2,40
SKU-00586,H&M Olive T-Shirt,Winter T-Shirt for unisex. Denim material with vintage style. Perfect for formal occasions.,79.88,USD,Tops,T-Shirt,H&M,Olive,L,Denim,vintage,Winter,Unisex,Formal,https://placeholder.com/products/tops-586.jpg,Low Stock,4.7,50
SKU-00587,Adidas Blue Chinos,All-Season Chinos for unisex. Leather material with high-waist style. Perfect for travel occasions.,60.94,USD,Bottoms,Chinos,Adidas,Blue,S,Leather,high-waist,All-Season,Unisex,Travel,https://placeholder.com/products/bottoms-587.jpg,In Stock,4.8,76
SKU-00588,Nike Black Blouse,Fall Blouse for unisex. Silk material with streetwear style. Perfect for casual occasions.,34.41,USD,Tops,Blouse,Nike,Black,XL,Silk,streetwear,Fall,Unisex,Casual,https://placeholder.com/products/tops-588.jpg,Low Stock,4.5,29
SKU-00589,Uniqlo Olive Shorts,Spring Shorts for men. Denim material with high-waist style. Perfect for party occasions.,81.09,USD,Bottoms,Shorts,Uniqlo,Olive,XS,Denim,high-waist,Spring,Men,Party,https://placeholder.com/products/bottoms-589.jpg,Out of Stock,3,50
SKU-00590,Gap White Cardigan,Fall Cardigan for unisex. Blend material with streetwear style. Perfect for party occasions.,46.3,USD,Tops,Cardigan,Gap,White,L,Blend,streetwear,Fall,Unisex,Party,https://placeholder.com/products/tops-590.jpg,In Stock,3.3,58
SKU-00591,H&M White Midi Dress,Fall Midi Dress for men. Silk material with bohemian style. Perfect for formal occasions.,111.99,USD,Dresses,Midi Dress,H&M,White,XXL,Silk,bohemian,Fall,Men,Formal,https://placeholder.com/products/dresses-591.jpg,In Stock,4.8,96
SKU-00592,Zara Pink Flats,Summer Flats for unisex. Linen material with statement style. Perfect for party occasions.,85.94,USD,Footwear,Flats,Zara,Pink,M,Linen,statement,Summer,Unisex,Party,https://placeholder.com/products/footwear-592.jpg,In Stock,3.6,42
SKU-00593,Zara Gray Scarf,Fall Scarf for men. Synthetic material with minimalist style. Perfect for sports occasions.,99.29,USD,Accessories,Scarf,Zara,Gray,XL,Synthetic,minimalist,Fall,Men,Sports,https://placeholder.com/products/accessories-593.jpg,In Stock,4.3,18
SKU-00594,Adidas Blue Shorts,Summer Shorts for unisex. Cotton material with slim-fit style. Perfect for travel occasions.,98.03,USD,Bottoms,Shorts,Adidas,Blue,XXL,Cotton,slim-fit,Summer,Unisex,Travel,https://placeholder.com/products/bottoms-594.jpg,In Stock,4.3,44
SKU-00595,Forever 21 Cream Midi Dress,Fall Midi Dress for unisex. Polyester material with romantic style. Perfect for travel occasions.,137.03,USD,Dresses,Midi Dress,Forever 21,Cream,L,Polyester,romantic,Fall,Unisex,Travel,https://placeholder.com/products/dresses-595.jpg,Low Stock,4.3,27
SKU-00596,H&M White Tank Top,Spring Tank Top for men. Linen material with modern style. Perfect for office occasions.,28.89,USD,Tops,Tank Top,H&M,White,XXL,Linen,modern,Spring,Men,Office,https://placeholder.com/products/tops-596.jpg,Low Stock,4,81
SKU-00597,Levi's Yellow Windbreaker,Fall Windbreaker for men. Synthetic material with trendy style. Perfect for travel occasions.,111.29,USD,Outerwear,Windbreaker,Levi's,Yellow,S,Synthetic,trendy,Fall,Men,Travel,https://placeholder.com/products/outerwear-597.jpg,Out of Stock,3.2,3
SKU-00598,Forever 21 Navy Pants,Spring Pants for men. Linen material with classic style. Perfect for casual occasions.,70.99,USD,Bottoms,Pants,Forever 21,Navy,S,Linen,classic,Spring,Men,Casual,https://placeholder.com/products/bottoms-598.jpg,Low Stock,3.7,85
SKU-00599,Levi's Blue Jacket,Summer Jacket for unisex. Denim material with trendy style. Perfect for wedding occasions.,167.83,USD,Outerwear,Jacket,Levi's,Blue,XS,Denim,trendy,Summer,Unisex,Wedding,https://placeholder.com/products/outerwear-599.jpg,Out of Stock,5,69
SKU-00600,Zara Yellow Loafers,Fall Loafers for men. Silk material with athletic style. Perfect for travel occasions.,61.67,USD,Footwear,Loafers,Zara,Yellow,XXL,Silk,athletic,Fall,Men,Travel,https://placeholder.com/products/footwear-600.jpg,In Stock,3.3,4
SKU-00601,Gap Brown Parka,Winter Parka for men. Blend material with oversized style. Perfect for party occasions.,161.72,USD,Outerwear,Parka,Gap,Brown,XL,Blend,oversized,Winter,Men,Party,https://placeholder.com/products/outerwear-601.jpg,Low Stock,4.3,60
SKU-00602,H&M Green Shorts,Spring Shorts for unisex. Leather material with relaxed style. Perfect for formal occasions.,69.24,USD,Bottoms,Shorts,H&M,Green,XXL,Leather,relaxed,Spring,Unisex,Formal,https://placeholder.com/products/bottoms-602.jpg,Low Stock,3.2,66
SKU-00603,Forever 21 Blue Skirt,All-Season Skirt for unisex. Blend material with slim-fit style. Perfect for wedding occasions.,93.9,USD,Bottoms,Skirt,Forever 21,Blue,XL,Blend,slim-fit,All-Season,Unisex,Wedding,https://placeholder.com/products/bottoms-603.jpg,Low Stock,3.6,84
SKU-00604,Uniqlo White Midi Dress,Spring Midi Dress for women. Blend material with romantic style. Perfect for sports occasions.,112.84,USD,Dresses,Midi Dress,Uniqlo,White,L,Blend,romantic,Spring,Women,Sports,https://placeholder.com/products/dresses-604.jpg,Low Stock,3.7,37
SKU-00605,Mango Olive Evening Gown,Summer Evening Gown for unisex. Silk material with elegant style. Perfect for casual occasions.,105.61,USD,Dresses,Evening Gown,Mango,Olive,S,Silk,elegant,Summer,Unisex,Casual,https://placeholder.com/products/dresses-605.jpg,In Stock,4.4,5
SKU-00606,Nike Beige Jacket,Fall Jacket for men. Silk material with oversized style. Perfect for travel occasions.,250.4,USD,Outerwear,Jacket,Nike,Beige,L,Silk,oversized,Fall,Men,Travel,https://placeholder.com/products/outerwear-606.jpg,Low Stock,3.9,11
SKU-00607,Zara Gray Parka,All-Season Parka for unisex. Blend material with oversized style. Perfect for sports occasions.,208.11,USD,Outerwear,Parka,Zara,Gray,XL,Blend,oversized,All-Season,Unisex,Sports,https://placeholder.com/products/outerwear-607.jpg,Low Stock,4.5,12
